index,Rooms,Type,Price,Postcode,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,index,zipcode,airbnb price mean,airbnb record count,airbnb weekly price_mean,airbnb monthly price mean,Price_log
7979,2,h,780000.0,3081.0,,,-37.7521,145.0516,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.892094602690481
7980,3,t,601000.0,3081.0,,,-37.7399,145.054,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.778874472002739
7981,3,h,805000.0,3081.0,,,-37.7421,145.0487,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.905795880367869
7982,2,h,690000.0,3081.0,,,-37.7383,145.0555,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.838849090737256
7983,2,h,682000.0,3081.0,,,-37.7366,145.0509,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.833784374656479
7984,3,h,657000.0,3081.0,95.0,1950.0,-37.7397,145.0513,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.817565369559781
7985,3,u,630000.0,3081.0,123.0,2015.0,-37.7502,145.0465,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.799340549453582
7986,3,h,880000.0,3081.0,,,-37.7382,145.0451,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.944482672150168
7987,3,h,687000.0,3081.0,,,-37.7364,145.0379,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.83695673705955
7988,2,h,650000.0,3081.0,81.0,1960.0,-37.7369,145.0371,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.812913356642856
7989,3,h,855000.0,3081.0,99.0,1960.0,-37.7445,145.0386,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.931966114728173
7990,2,h,613000.0,3081.0,74.0,1960.0,-37.7349,145.0398,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.787460474518415
7991,3,h,640000.0,3081.0,200.0,1956.0,-37.7339,145.0405,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.8061799739838875
7992,1,h,442000.0,3081.0,,,-37.7434,145.0468,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.645422269349092
7993,3,h,810000.0,3081.0,,,-37.7348,145.0402,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.9084850188786495
7994,3,h,950000.0,3081.0,,,-37.7416,145.0406,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.977723605288848
7995,4,h,725000.0,3081.0,,,-37.7469,145.0448,Eastern Metropolitan,68.0,3081.0,83.65789473684211,38.0,291.42857142857144,937.5,5.860338006570994
7996,3,t,998000.0,3166.0,,2000.0,-37.9031,145.0804,Southern Metropolitan,139.0,3166.0,113.14285714285714,70.0,459.2857142857143,1536.1666666666667,5.999130541287371
7997,4,t,1340000.0,3166.0,255.79,2006.0,-37.8919,145.0781,Southern Metropolitan,139.0,3166.0,113.14285714285714,70.0,459.2857142857143,1536.1666666666667,6.127104798364807
7998,4,h,2190000.0,3166.0,,,-37.8938,145.0785,Southern Metropolitan,139.0,3166.0,113.14285714285714,70.0,459.2857142857143,1536.1666666666667,6.3404441148401185
7999,2,h,980000.0,3166.0,,1896.0,-37.9021,145.0837,Southern Metropolitan,139.0,3166.0,113.14285714285714,70.0,459.2857142857143,1536.1666666666667,5.991226075692495
8000,2,h,720000.0,3166.0,,,-37.9087,145.0799,Southern Metropolitan,139.0,3166.0,113.14285714285714,70.0,459.2857142857143,1536.1666666666667,5.857332496431268
8001,3,h,990000.0,3079.0,,1940.0,-37.7573,145.0496,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,5.99563519459755
8002,4,h,1410000.0,3079.0,252.0,1945.0,-37.777,145.0414,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.14921911265538
8003,3,h,970000.0,3079.0,,,-37.7639,145.0377,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,5.986771734266245
8004,4,h,1650000.0,3079.0,185.0,1910.0,-37.7671,145.037,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.217483944213907
8005,4,h,3020000.0,3079.0,,,-37.7639,145.0506,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.480006942957151
8007,2,h,690000.0,3079.0,,,-37.7735,145.0403,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,5.838849090737256
8008,3,h,1851000.0,3079.0,215.0,1960.0,-37.7817,145.0391,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.267406418752904
8009,3,u,1110000.0,3079.0,,,-37.7701,145.0385,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.045322978786658
8010,3,t,1060000.0,3079.0,,1980.0,-37.7679,145.0466,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.02530586526477
8011,2,h,2100000.0,3079.0,,,-37.7752,145.0579,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.3222192947339195
8013,3,h,2400000.0,3079.0,240.0,1950.0,-37.7715,145.0688,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.380211241711606
8014,3,h,1740000.0,3079.0,,,-37.774,145.0654,Eastern Metropolitan,67.0,3079.0,125.47368421052632,38.0,514.9,1875.0,6.2405492482825995
8015,4,h,646000.0,3021.0,198.0,1980.0,-37.7358,144.8217,Western Metropolitan,18.0,3021.0,81.65,20.0,350.0,1300.0,5.810232517995084
8016,3,h,570000.0,3021.0,,,-37.7279,144.8224,Western Metropolitan,18.0,3021.0,81.65,20.0,350.0,1300.0,5.7558748556724915
8017,3,h,843000.0,3033.0,176.0,1980.0,-37.7473,144.8555,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.925827574624742
8018,3,h,835000.0,3033.0,126.0,1980.0,-37.7322,144.8722,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.921686475483602
8019,3,h,635000.0,3033.0,115.0,2015.0,-37.7308,144.8664,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.802773725291976
8020,2,u,490000.0,3033.0,,2001.0,-37.7346,144.8584,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.690196080028514
8021,3,h,745000.0,3033.0,134.0,1980.0,-37.7475,144.852,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.872156272748293
8022,3,h,941000.0,3033.0,111.0,1965.0,-37.746,144.8651,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.973589623427257
8023,3,h,738000.0,3033.0,,,-37.7486,144.8565,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.868056361823042
8024,3,h,912000.0,3033.0,,,-37.7466,144.8707,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.9599948383284165
8025,3,t,745000.0,3033.0,,,-37.7426,144.868,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.872156272748293
8026,2,t,570000.0,3033.0,,,-37.7388,144.8767,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.7558748556724915
8027,4,h,885000.0,3033.0,,,-37.7317,144.8619,Western Metropolitan,28.0,3033.0,83.64285714285714,14.0,306.6666666666667,850.0,5.946943270697825
8029,2,u,700000.0,3101.0,,,-37.7977,145.0333,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.845098040014257
8030,3,t,752000.0,3101.0,102.0,1980.0,-37.794,145.033,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.876217840591642
8031,3,t,690000.0,3101.0,3.0,1872.0,-37.7941,145.0238,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.838849090737256
8032,1,u,468000.0,3101.0,,,-37.8083,145.0382,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.670245853074124
8033,4,h,2600000.0,3101.0,186.36,1920.0,-37.8127,145.0451,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,6.414973347970818
8036,2,u,820000.0,3101.0,95.0,1960.0,-37.805,145.0546,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.913813852383717
8037,4,h,2150000.0,3101.0,,,-37.8144,145.0358,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,6.332438459915605
8038,3,h,1965000.0,3101.0,,,-37.7993,145.0451,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,6.293362554711446
8040,2,u,643000.0,3101.0,,1960.0,-37.8018,145.0376,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.808210972924222
8041,3,t,835000.0,3101.0,147.2,2007.0,-37.7944,145.0327,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.921686475483602
8042,2,u,736000.0,3101.0,,1960.0,-37.8022,145.035,Southern Metropolitan,82.0,3101.0,139.5981308411215,107.0,609.75,1300.0,5.866877814337498
8043,2,u,590000.0,3102.0,70.0,1970.0,-37.7974,145.0526,Southern Metropolitan,83.0,3102.0,759.0833333333334,12.0,1589.0,5627.0,5.770852011642144
8044,3,h,1402000.0,3102.0,120.0,1950.0,-37.7927,145.056,Southern Metropolitan,83.0,3102.0,759.0833333333334,12.0,1589.0,5627.0,6.14674801363064
8045,3,t,1205000.0,3102.0,,,-37.7864,145.0631,Southern Metropolitan,83.0,3102.0,759.0833333333334,12.0,1589.0,5627.0,6.080987046910887
8046,3,h,1190000.0,3012.0,105.0,1925.0,-37.8082,144.8828,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,6.075546961392531
8047,4,h,1205000.0,3012.0,145.0,1960.0,-37.8105,144.8803,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,6.080987046910887
8048,3,h,860000.0,3012.0,168.0,1940.0,-37.8083,144.8754,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.9344984512435675
8049,3,h,760000.0,3012.0,,,-37.7858,144.8757,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.880813592280791
8050,3,h,873000.0,3012.0,,,-37.7876,144.8752,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.9410142437055695
8051,2,h,640000.0,3012.0,,,-37.7887,144.8828,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.8061799739838875
8052,3,t,680000.0,3012.0,,2012.0,-37.7794,144.872,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.832508912706237
8053,3,h,725000.0,3012.0,,,-37.7825,144.8833,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.860338006570994
8054,2,h,472500.0,3012.0,89.0,1990.0,-37.7835,144.8723,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.674401812845281
8055,3,t,675000.0,3012.0,128.0,2016.0,-37.785,144.8673,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.829303772831025
8056,2,u,405000.0,3012.0,75.0,2013.0,-37.7794,144.872,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.607455023214668
8057,4,t,838000.0,3012.0,194.0,,-37.7844,144.8758,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.923244018630276
8058,3,h,930000.0,3012.0,88.0,1955.0,-37.7851,144.8654,Western Metropolitan,11.0,3012.0,112.63157894736842,76.0,518.0,2335.0,5.968482948553935
8059,1,u,365000.0,3144.0,46.0,1960.0,-37.8691,145.0345,Southern Metropolitan,119.0,3144.0,290.84444444444443,45.0,1984.375,8634.2,5.562292864456475
8060,2,t,1000000.0,3144.0,,,-37.8486,145.0321,Southern Metropolitan,119.0,3144.0,290.84444444444443,45.0,1984.375,8634.2,6.0
8061,1,u,456000.0,3144.0,,,-37.8515,145.0372,Southern Metropolitan,119.0,3144.0,290.84444444444443,45.0,1984.375,8634.2,5.658964842664435
8062,3,h,2250000.0,3144.0,191.0,2010.0,-37.8654,145.0297,Southern Metropolitan,119.0,3144.0,290.84444444444443,45.0,1984.375,8634.2,6.352182518111363
8063,3,h,2000000.0,3144.0,,,-37.8636,145.0301,Southern Metropolitan,119.0,3144.0,290.84444444444443,45.0,1984.375,8634.2,6.301029995663981
8064,3,h,2250000.0,3145.0,170.0,1950.0,-37.883,145.0791,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.352182518111363
8065,4,h,3200000.0,3145.0,214.0,1910.0,-37.8693,145.0423,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.505149978319906
8066,3,h,1380000.0,3145.0,,,-37.8757,145.066,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.139879086401237
8067,1,u,267500.0,3145.0,,,-37.8779,145.0873,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,5.427323786357247
8068,4,h,1290000.0,3145.0,,,-37.8914,145.0842,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.110589710299249
8069,3,h,2020000.0,3145.0,196.0,1915.0,-37.8723,145.0387,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.305351369446623
8070,2,u,1211000.0,3145.0,99.0,1970.0,-37.8718,145.0526,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.083144143143052
8071,4,h,1380000.0,3145.0,178.0,2007.0,-37.8806,145.0831,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.139879086401237
8072,4,h,1715157.0,3145.0,160.0,2008.0,-37.8792,145.0869,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.2343038801297395
8073,4,t,1510000.0,3145.0,225.98,,-37.87300000000001,145.0664,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.17897694729317
8074,3,h,1220000.0,3145.0,134.0,1980.0,-37.8784,145.0654,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.086359830674748
8075,4,h,1465000.0,3145.0,,,-37.87300000000001,145.0665,Southern Metropolitan,120.0,3145.0,116.26724137931035,116.0,416.53846153846155,980.0,6.165837624690128
8076,2,t,431000.0,3032.0,,,-37.7722,144.8807,Western Metropolitan,27.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,5.6344772701607315
8078,4,h,1190000.0,3032.0,205.0,2015.0,-37.7641,144.8885,Western Metropolitan,27.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,6.075546961392531
8079,1,u,432000.0,3000.0,,2001.0,-37.8116,144.9603,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.635483746814912
8080,4,u,1850000.0,3000.0,213.0,1938.0,-37.8177,144.9544,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,6.267171728403014
8081,1,u,333000.0,3000.0,41.0,2010.0,-37.8122,144.9582,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.52244423350632
8082,2,u,452000.0,3000.0,60.0,2006.0,-37.8084,144.9602,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.6551384348113825
8083,3,u,895000.0,3000.0,,,-37.8095,144.9691,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.951823035315912
8084,1,u,275000.0,3000.0,52.0,2000.0,-37.8199,144.9558,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.439332693830263
8085,2,u,683000.0,3000.0,88.0,2009.0,-37.8211,144.9559,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.834420703681532
8086,2,u,640000.0,3000.0,66.0,2005.0,-37.8106,144.9646,Northern Metropolitan,3.0,3000.0,150.5043065043065,3367.0,918.7389558232932,3407.204651162791,5.8061799739838875
8087,4,h,1865000.0,3127.0,,,-37.8149,145.11,Eastern Metropolitan,102.0,3127.0,86.41176470588235,68.0,444.5,1699.0,6.270678836144707
8088,4,h,2100000.0,3127.0,271.0,1950.0,-37.812,145.1082,Eastern Metropolitan,102.0,3127.0,86.41176470588235,68.0,444.5,1699.0,6.3222192947339195
8089,2,u,442500.0,3127.0,,1960.0,-37.8212,145.1064,Eastern Metropolitan,102.0,3127.0,86.41176470588235,68.0,444.5,1699.0,5.645913275033844
8090,3,h,1587000.0,3127.0,,,-37.8203,145.1105,Eastern Metropolitan,102.0,3127.0,86.41176470588235,68.0,444.5,1699.0,6.200576926754848
8091,4,h,2365000.0,3127.0,,1920.0,-37.8127,145.107,Eastern Metropolitan,102.0,3127.0,86.41176470588235,68.0,444.5,1699.0,6.37383114507383
8092,1,u,296000.0,3039.0,,,-37.7605,144.9071,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.471291711058939
8093,4,h,1531000.0,3039.0,,,-37.7709,144.9338,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.184975190698261
8094,2,u,439000.0,3039.0,70.0,2005.0,-37.7679,144.9245,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.642464520242122
8095,2,h,1040000.0,3039.0,95.0,1920.0,-37.7663,144.9098,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.017033339298781
8096,3,h,1670000.0,3039.0,166.0,1915.0,-37.7627,144.9047,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.222716471147583
8097,4,h,1940000.0,3039.0,228.0,1920.0,-37.7686,144.912,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.2878017299302265
8098,2,u,560000.0,3039.0,63.0,2015.0,-37.7675,144.92,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.748188027006201
8099,2,h,940000.0,3039.0,,,-37.773,144.9332,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.973127853599698
8100,4,h,1515000.0,3039.0,203.0,1910.0,-37.7644,144.9061,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.1804126328383235
8101,3,h,1100000.0,3039.0,,,-37.7595,144.9255,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.041392685158225
8102,2,h,1350000.0,3039.0,,,-37.7589,144.9184,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.1303337684950066
8104,2,h,1302500.0,3039.0,,,-37.7692,144.9353,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.114777731971562
8105,3,h,1420200.0,3039.0,,,-37.7619,144.9083,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.152349508312726
8106,2,h,970000.0,3039.0,85.0,1900.0,-37.7641,144.9073,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.986771734266245
8107,3,h,1070000.0,3039.0,130.0,1995.0,-37.7616,144.9284,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.02938377768521
8108,2,u,542000.0,3039.0,82.0,2004.0,-37.7679,144.9245,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.733999286538387
8109,3,h,1240000.0,3039.0,106.0,1880.0,-37.767,144.9108,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.093421685162235
8110,4,h,955000.0,3039.0,246.0,1910.0,-37.7615,144.9094,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,5.980003371583746
8111,3,t,1410000.0,3039.0,,,-37.7685,144.9294,Western Metropolitan,33.0,3039.0,100.98076923076923,52.0,392.5,1533.3333333333333,6.14921911265538
8112,4,h,1656000.0,3163.0,199.0,1940.0,-37.8879,145.0768,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,6.219060332448861
8113,2,h,707000.0,3163.0,92.0,,-37.8949,145.072,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.849419413796899
8114,2,u,770000.0,3163.0,,,-37.8953,145.0731,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.886490725172482
8115,2,u,582000.0,3163.0,93.0,2010.0,-37.8892,145.0664,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.764922984649888
8116,2,u,490000.0,3163.0,,,-37.9025,145.066,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.690196080028514
8117,3,h,1255000.0,3163.0,108.0,1950.0,-37.9059,145.0733,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,6.098643725817057
8118,2,u,420500.0,3163.0,,,-37.8913,145.0673,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.623766000133931
8119,1,u,261000.0,3163.0,,1960.0,-37.8867,145.0699,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.416640507338281
8120,2,u,535000.0,3163.0,77.0,1970.0,-37.8999,145.0643,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.7283537820212285
8121,2,u,586000.0,3163.0,75.0,2013.0,-37.8882,145.0666,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.76789761601809
8122,2,u,926000.0,3163.0,,2008.0,-37.8907,145.0761,Southern Metropolitan,137.0,3163.0,94.2051282051282,156.0,553.1538461538462,2047.75,5.966610986681935
8123,4,h,1230000.0,3015.0,146.0,1925.0,-37.8433,144.8774,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.089905111439398
8124,4,h,1560000.0,3015.0,235.0,1940.0,-37.8439,144.8733,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.193124598354461
8125,3,h,2000000.0,3015.0,,,-37.836,144.8784,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.301029995663981
8126,2,h,820000.0,3015.0,,,-37.8425,144.8766,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.913813852383717
8127,3,h,1530000.0,3015.0,,,-37.8485,144.8909,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.184691430817598
8128,3,h,1400000.0,3015.0,,,-37.8457,144.8924,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.146128035678238
8129,3,h,1200000.0,3015.0,,,-37.8437,144.8809,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.079181246047625
8130,3,h,1325500.0,3015.0,,,-37.844,144.889,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.1223797320691125
8131,2,h,890000.0,3015.0,9.0,,-37.8415,144.884,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.949390006644912
8132,3,h,975000.0,3015.0,192.0,2010.0,-37.8334,144.8673,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.989004615698537
8134,3,t,900000.0,3015.0,128.0,2017.0,-37.8389,144.8666,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.954242509439325
8135,3,h,1410000.0,3015.0,,,-37.8496,144.8868,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.14921911265538
8136,1,h,1700000.0,3015.0,,,-37.8497,144.8903,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.230448921378274
8137,4,h,956000.0,3015.0,113.0,1970.0,-37.8339,144.8716,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.9804578922761
8138,2,h,1215000.0,3015.0,,,-37.8358,144.8803,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.084576277934331
8139,3,h,828000.0,3015.0,,,-37.8415,144.8698,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,5.91803033678488
8140,4,h,1650000.0,3015.0,173.0,1930.0,-37.837,144.8772,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.217483944213907
8141,4,h,2337000.0,3015.0,222.0,1890.0,-37.8477,144.8903,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.368658712392227
8142,3,h,1370000.0,3015.0,,,-37.8481,144.8721,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.136720567156407
8143,2,h,1070000.0,3015.0,,,-37.8431,144.8919,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.02938377768521
8144,3,h,1075000.0,3015.0,146.0,1950.0,-37.8402,144.8886,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.031408464251625
8145,3,h,1100000.0,3015.0,,,-37.8464,144.865,Western Metropolitan,13.0,3015.0,132.04615384615386,65.0,706.125,2002.3333333333333,6.041392685158225
8146,3,h,1312000.0,3042.0,,,-37.7375,144.8885,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,6.117933835039642
8147,3,h,960000.0,3042.0,,,-37.7421,144.8851,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.982271233039568
8148,3,h,935000.0,3042.0,,,-37.7356,144.8859,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.970811610872518
8149,3,h,810000.0,3042.0,139.0,1955.0,-37.738,144.8865,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.9084850188786495
8150,3,h,1200000.0,3042.0,,,-37.7436,144.8856,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,6.079181246047625
8151,3,h,850000.0,3042.0,,,-37.736,144.8771,Western Metropolitan,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.929418925714293
